City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
279,vaitape,-16.5167,-151.75,27.64,75,15,6.93,PF,1675483011
280,sorland,67.667,12.6934,2.92,67,100,8.63,NO,1675482868
281,najran,17.4924,44.1277,12.36,48,62,1.05,SA,1675482793
282,canesti,45.4,26.6,-0.5,84,100,1.54,RO,1675483011
283,wadi maliz,36.4681,8.5495,4.81,92,7,2.0,TN,1675483012
284,cankuzo,-3.1333,30.5833,13.02,93,86,0.71,BI,1675483012
285,faya,18.3851,42.4509,10.29,66,80,2.32,SA,1675483013
286,montes altos,-5.8333,-47.0667,21.93,97,87,1.51,BR,1675483013
287,port hedland,-20.3167,118.5667,35.03,43,6,4.12,AU,1675482876
288,coihaique,-45.5752,-72.0662,19.34,63,0,1.54,CL,1675482651
289,fonte boa,-2.4959,-66.2662,22.54,98,100,0.94,BR,1675483013
290,cayenne,4.9333,-52.3333,25.02,88,75,3.6,GF,1675483014
291,sobolevo,54.4299,31.8996,-11.1,97,89,2.26,RU,1675482841
292,bubaque,11.2833,-15.8333,24.88,60,3,6.38,GW,1675483014
293,iquique,-20.2208,-70.1431,23.02,77,59,0.24,CL,1675483003
294,lovozero,68.005,35.0117,-12.0,93,35,4.63,RU,1675483015
295,brus laguna,15.75,-84.4833,22.01,84,2,1.11,HN,1675483016
296,ukiah,39.1502,-123.2078,8.58,90,0,2.06,US,1675483016
297,san patricio,28.017,-97.5169,11.02,81,14,2.38,US,1675482866
298,altay,47.8667,88.1167,-4.99,86,99,0.44,CN,1675483016
299,cockburn town,21.4612,-71.1419,25.22,77,8,7.6,TC,1675482706
300,north platte,41.1239,-100.7654,-1.46,79,100,3.13,US,1675483017
301,chumikan,54.7183,135.315,-20.53,81,66,7.78,RU,1675482958
302,katsuura,35.1333,140.3,8.51,83,97,1.64,JP,1675483017
303,salisbury,51.0693,-1.7957,8.34,91,100,2.57,GB,1675483018
304,charters towers,-20.1,146.2667,30.99,52,100,2.73,AU,1675483018
305,sao sebastiao,-23.76,-45.4097,25.32,76,100,1.58,BR,1675483018
306,sao sebastiao do paraiso,-20.9169,-46.9914,18.86,93,100,1.47,BR,1675482800
307,vega de alatorre,20.0333,-96.6333,15.63,77,10,5.95,MX,1675483019
308,batticaloa,7.7102,81.6924,26.86,80,27,3.27,LK,1675483019
309,oranjestad,12.524,-70.027,25.97,77,20,8.75,AW,1675483020
310,hofn,64.2539,-15.2082,2.06,72,100,8.12,IS,1675482839
311,prudentopolis,-25.2131,-50.9778,19.24,100,100,1.41,BR,1675483020
312,priego de cordoba,37.4381,-4.1952,5.29,63,0,1.69,ES,1675483020
313,alofi,-19.0595,-169.9187,22.94,25,100,2.06,NU,1675483021
314,kampong thum,12.7111,104.8887,31.64,47,80,3.54,KH,1675483021
315,soyo,-6.1349,12.3689,26.77,86,97,4.47,AO,1675483022
316,namatanai,-3.6667,152.4333,28.51,75,100,3.01,PG,1675483023
317,mudigere,13.1333,75.6333,24.36,50,22,3.14,IN,1675483026
318,sakakah,29.9697,40.2064,6.76,61,0,3.71,SA,1675483031
319,pisco,-13.7,-76.2167,22.03,94,100,2.06,PE,1675483034
320,phuket,8.0,98.25,29.12,70,40,6.17,TH,1675482738
321,vila franca do campo,37.7167,-25.4333,15.23,89,88,3.27,PT,1675482885
322,staryy nadym,65.6118,72.6842,-11.33,96,96,3.85,RU,1675483039
323,outjo,-20.1167,16.15,19.85,78,100,0.98,NA,1675483040
324,sorong,-0.8833,131.25,27.87,74,100,2.77,ID,1675483042
325,goderich,43.7501,-81.7165,-9.82,57,100,6.17,CA,1675483033
326,asheville,35.6009,-82.554,-1.36,59,0,4.63,US,1675483047
327,itaituba,-4.2761,-55.9836,22.77,92,98,0.76,BR,1675483050
328,minbu,20.1833,94.8833,29.68,38,31,0.35,MM,1675483051
329,lagos,6.5833,3.75,26.18,92,33,1.13,NG,1675482520
330,udachnyy,66.4167,112.4,-32.86,100,98,0.79,RU,1675483054
331,bertoua,4.5833,13.6833,19.83,44,32,0.64,CM,1675483055
332,petropavlovka,50.6114,105.3196,-13.5,81,43,1.46,RU,1675483055
333,senanga,-16.1167,23.2667,18.71,97,100,1.6,ZM,1675483055
334,sydney,-33.8679,151.2073,29.63,24,0,6.17,AU,1675482413
335,waingapu,-9.6567,120.2641,24.84,89,100,4.9,ID,1675483056
336,san cristobal,7.7669,-72.225,19.1,63,5,0.64,VE,1675483056
337,mabaruma,8.2,-59.7833,21.31,99,73,1.09,GY,1675483057
338,madimba,-10.4,40.3333,25.03,89,100,1.61,TZ,1675483058
339,ulaanbaatar,47.9077,106.8832,-17.93,78,55,1.0,MN,1675482980
340,mathbaria,22.2876,89.9593,24.75,28,96,3.15,BD,1675483058
341,urucui,-7.2294,-44.5561,23.96,75,90,1.04,BR,1675483059
342,lichinga,-13.3128,35.2406,17.05,100,20,2.24,MZ,1675483059
343,barra do garcas,-15.89,-52.2567,22.78,92,100,0.63,BR,1675483059
344,nanpiao,41.0982,120.7479,1.68,24,0,2.84,CN,1675483060
345,yaan,7.3833,8.5667,25.14,29,63,1.9,NG,1675483060
346,sao joao da barra,-21.6403,-41.0511,24.01,90,44,6.93,BR,1675482780
347,chicama,-7.8447,-79.1469,20.3,75,96,2.1,PE,1675483061
348,mokhsogollokh,61.4681,128.9203,-22.62,95,100,1.24,RU,1675482825
349,port hardy,50.6996,-127.4199,6.1,93,100,7.72,CA,1675483061
350,lithakia,37.7167,20.8333,2.65,61,18,5.95,GR,1675483061
351,shimoda,34.6667,138.95,11.2,42,82,7.59,JP,1675482844
352,hokitika,-42.7167,170.9667,22.41,80,39,2.8,NZ,1675483062
353,kyren,51.6828,102.1408,-10.46,76,15,0.47,RU,1675483062
354,aquiraz,-3.9014,-38.3911,27.32,85,77,4.53,BR,1675483063
355,resplendor,-19.3256,-41.2553,21.56,88,9,0.91,BR,1675483063
356,delaware,39.0004,-75.4999,-6.11,38,0,8.75,US,1675483063
357,carnarvon,-24.8667,113.6333,29.73,60,34,3.65,AU,1675482833
358,victor harbor,-35.5667,138.6167,20.38,66,80,1.34,AU,1675483064
359,tefe,-3.3542,-64.7114,22.69,98,100,0.11,BR,1675483064
360,umm lajj,25.0213,37.2685,17.8,52,10,4.48,SA,1675483064
361,namibe,-15.1961,12.1522,21.74,79,90,2.39,AO,1675483065
362,gizo,-8.103,156.8419,28.63,74,94,1.59,SB,1675482817
363,crestview,30.7621,-86.5705,9.58,52,0,5.14,US,1675482981
364,macas,-2.3167,-78.1167,20.78,82,91,1.18,EC,1675483065
365,monzon,41.9108,0.1941,-0.32,56,0,1.47,ES,1675483066
366,whitehaven,54.549,-3.5841,8.81,100,100,0.89,GB,1675483066
367,cartagena,10.3997,-75.5144,24.79,83,0,2.06,CO,1675482972
368,paihia,-35.2822,174.0912,23.51,86,100,3.14,NZ,1675483067
369,ijuin,31.6167,130.4,11.06,53,100,5.6,JP,1675483067
370,port elizabeth,-33.918,25.5701,21.72,92,0,4.63,ZA,1675482886
371,puerto baquerizo moreno,-0.9,-89.6,25.58,77,53,1.22,EC,1675483067
372,ostrovnoy,68.0531,39.5131,-9.07,92,99,3.86,RU,1675483068
373,daphne,30.6035,-87.9036,8.81,57,0,5.66,US,1675483068
374,sao miguel do iguacu,-25.3481,-54.2378,22.49,96,100,0.67,BR,1675482854
375,rognan,67.0953,15.3878,-3.92,72,100,3.6,NO,1675483069
376,hof,50.3167,11.9167,1.92,91,75,4.12,DE,1675483069
377,busia,0.4544,34.0758,16.59,72,52,2.6,UG,1675483070
378,tura,25.5198,90.2201,23.22,37,2,1.15,IN,1675483070
379,rodez,44.5,2.5833,0.58,100,0,0.51,FR,1675483071
380,diamantino,-14.4086,-56.4461,22.39,93,100,0.41,BR,1675483071
381,dimayon,8.0667,124.15,24.32,69,100,2.68,PH,1675483071
382,ulladulla,-35.35,150.4667,25.51,31,10,5.97,AU,1675483072
383,te anau,-45.4167,167.7167,27.64,47,27,2.94,NZ,1675482866
384,arraial do cabo,-22.9661,-42.0278,24.07,91,98,7.91,BR,1675482829
385,san pedro,14.35,121.0167,29.64,63,75,3.6,PH,1675483072
386,bangassou,4.7413,22.8184,17.89,32,75,1.36,CF,1675483073
387,vallenar,-28.5708,-70.7581,20.55,63,0,1.57,CL,1675482873
388,mercedes,-34.6515,-59.4307,19.32,73,94,2.99,AR,1675483073
389,pundaguitan,6.3711,126.1689,26.9,76,100,4.25,PH,1675482834
390,bitlis,38.5,42.25,-11.49,78,100,1.6,TR,1675483074
391,tondano,1.3038,124.9112,19.05,69,99,1.42,ID,1675483074
392,waddan,29.1614,16.139,9.2,59,58,5.45,LY,1675483074
393,fort nelson,58.8053,-122.7002,-18.23,88,75,1.54,CA,1675483004
394,manaus,-3.1019,-60.025,24.28,94,75,3.6,BR,1675482927
395,grootfontein,-19.5667,18.1167,18.61,91,100,2.92,NA,1675483075
396,naica,27.85,-105.4833,12.08,37,0,2.81,MX,1675482634
397,nouadhibou,20.931,-17.0347,18.99,27,100,6.17,MR,1675483075
398,alta floresta,-9.8756,-56.0861,21.38,97,79,0.49,BR,1675482818
399,mackay,-21.15,149.2,31.49,79,100,5.35,AU,1675483076
400,codrington,-38.2667,141.9667,18.09,59,60,8.08,AU,1675483076
401,grindsted,55.754,8.9123,0.51,100,84,2.57,DK,1675483076
402,derzhavinsk,51.1,66.3167,-19.47,89,13,3.98,KZ,1675483077
403,brive-la-gaillarde,45.25,1.5,1.82,41,4,1.67,FR,1675482786
404,xiaoweizhai,26.1903,107.5125,7.17,93,100,2.02,CN,1675483077
405,gloucester,51.8657,-2.2431,8.42,90,27,1.79,GB,1675482344
406,srednekolymsk,67.45,153.6833,-24.03,97,100,5.66,RU,1675482820
407,tougan,13.0667,-3.0667,20.97,11,7,5.23,BF,1675483078
408,lasa,46.6166,10.7002,4.65,95,85,4.41,IT,1675483078
409,kaohsiung,22.6163,120.3133,24.97,62,75,2.57,TW,1675483018
410,tukrah,32.5341,20.5791,11.72,68,0,2.2,LY,1675483079
411,ruston,32.5232,-92.6379,-0.1,100,0,0.0,US,1675482975
412,schoneiche,52.4667,13.6833,2.74,85,75,5.14,DE,1675483079
413,oberstdorf,47.4,10.2833,2.41,95,100,1.34,DE,1675483079
414,kaka,37.3482,59.6143,6.45,74,8,1.05,TM,1675483080
415,kasongo-lunda,-6.4667,16.8167,20.25,91,100,0.81,CD,1675483080
416,semirom,31.4167,51.5667,-11.91,62,10,1.37,IR,1675483081
417,sault sainte marie,46.5168,-84.3333,-16.69,78,100,3.09,CA,1675483081
418,quartucciu,39.2519,9.1794,9.44,81,20,5.14,IT,1675483081
419,abha,18.2164,42.5053,10.14,87,40,4.12,SA,1675482767
420,fairbanks,64.8378,-147.7164,-14.73,87,75,0.0,US,1675482748
421,presidencia roque saenz pena,-26.7852,-60.4388,22.77,56,47,2.54,AR,1675483082
422,little elm,33.1626,-96.9375,6.53,72,0,1.34,US,1675483082
423,poum,-20.2333,164.0167,28.56,79,35,4.06,NC,1675483082
424,esmeraldas,-19.7625,-44.3139,24.48,82,100,0.74,BR,1675482819
425,nkan,0.3833,9.7833,27.87,90,13,0.71,GA,1675483083
426,vienenburg,51.95,10.5667,4.5,92,99,2.58,DE,1675483083
427,cabedelo,-6.9811,-34.8339,26.37,72,30,3.65,BR,1675483063
428,mapiri,-15.25,-68.1667,19.4,100,100,0.12,BO,1675483083
429,bukachacha,52.9833,116.9167,-13.43,70,52,0.78,RU,1675483084
430,campbell river,50.0163,-125.2446,8.03,100,100,1.54,CA,1675483084
431,tamalin,21.35,-97.8,11.94,87,3,1.14,MX,1675483085
432,rabo de peixe,37.8,-25.5833,14.73,94,40,2.57,PT,1675482843
433,la ronge,55.1001,-105.2842,-9.86,85,100,3.6,CA,1675483085
434,muisne,0.6,-80.0333,24.65,87,59,3.2,EC,1675483085
435,santa marta,11.2408,-74.199,27.72,61,4,8.94,CO,1675482920
436,thompson,55.7435,-97.8558,-19.91,77,100,1.03,CA,1675482561
437,cocobeach,1.0002,9.5823,26.77,79,65,1.55,GA,1675483086
438,mombetsu,44.3525,143.3525,-4.99,63,40,3.09,JP,1675483086
439,santa isabel do rio negro,-0.4139,-65.0192,22.74,98,100,0.53,BR,1675483087
440,bhinga,27.7167,81.9333,16.82,45,0,2.37,IN,1675483087
441,makakilo city,21.3469,-158.0858,25.18,79,75,4.12,US,1675483061
442,inhambane,-23.865,35.3833,24.47,89,31,3.37,MZ,1675483088
443,padong,18.0522,120.7567,30.71,35,20,0.8,PH,1675483088
444,karratha,-20.7377,116.8463,35.31,39,12,5.29,AU,1675482826
445,matara,5.9485,80.5353,27.28,75,44,2.45,LK,1675482904
446,norman wells,65.282,-126.8329,-31.98,75,100,0.0,CA,1675482742
447,kommunar,59.6206,30.39,-4.26,96,100,3.64,RU,1675483089
448,port lincoln,-34.7333,135.8667,18.88,57,100,4.61,AU,1675483089
449,buala,-8.145,159.5921,28.73,77,58,2.0,SB,1675483015
450,blythe,33.6103,-114.5964,16.25,21,0,0.0,US,1675483090
451,los llanos de aridane,28.6585,-17.9182,13.96,76,75,4.63,ES,1675482838
452,solano,38.2333,-121.9511,11.85,86,100,0.0,US,1675483090
453,hervey bay,-25.2986,152.8535,30.57,65,98,6.26,AU,1675482873
454,hualmay,-11.0964,-77.6139,21.94,86,100,3.27,PE,1675482883
455,porto murtinho,-21.6989,-57.8825,20.91,98,76,1.47,BR,1675483091
456,ciuchici,44.9414,21.61,3.57,86,99,5.81,RO,1675483091
457,khorramshahr,30.4397,48.1664,5.97,52,1,2.85,IR,1675483092
458,kaeo,-35.1,173.7833,23.51,86,100,3.07,NZ,1675483092
459,chervishevo,56.9464,65.4278,-14.84,97,56,1.69,RU,1675483092
460,gualeguay,-33.1416,-59.3097,17.9,86,4,2.67,AR,1675483093
461,lindome,57.5667,12.0833,-3.84,88,0,3.6,SE,1675483093
462,weihe,32.9952,105.3247,10.18,44,30,2.01,CN,1675483093
463,povenets,62.8487,34.8262,-7.2,93,98,3.87,RU,1675483094
464,boddam,57.4667,-1.7833,9.21,87,100,3.87,GB,1675483094
465,aviles,43.5547,-5.9248,7.74,87,0,1.54,ES,1675483094
466,yurimaguas,-5.9,-76.0833,24.04,66,99,0.72,PE,1675483095
467,fergus falls,46.283,-96.0776,-17.68,75,0,8.75,US,1675482905
468,tautira,-17.7333,-149.15,26.62,82,100,7.75,PF,1675483095
469,sawtell,-30.3833,153.1,27.33,54,26,4.63,AU,1675483096
470,hay river,60.8156,-115.7999,-20.01,71,100,2.57,CA,1675483096
471,rawson,-43.3002,-65.1023,23.22,45,0,5.53,AR,1675482803
472,pasighat,28.0667,95.3333,24.14,23,0,1.64,IN,1675483097
473,emilio carranza,19.9711,-96.6114,15.15,78,10,5.99,MX,1675483097
474,mariental,-24.6333,17.9667,25.26,26,100,2.63,NA,1675483097
475,abnub,27.2696,31.1511,8.12,50,7,3.17,EG,1675482874
476,pasni,25.2631,63.471,20.07,73,0,2.67,PK,1675482980
477,anori,-3.7728,-61.6442,22.62,99,100,0.32,BR,1675483098
478,yerbogachen,61.2767,108.0108,-23.16,99,100,1.05,RU,1675483099
479,piacabucu,-10.4056,-36.4344,25.39,77,100,4.03,BR,1675483099
480,yeovil,50.9416,-2.6321,8.77,88,100,1.54,GB,1675483099
481,serenje,-13.2325,30.2352,15.32,96,89,0.98,ZM,1675483100
482,benjamin constant,-4.3831,-70.0311,21.7,98,100,0.38,BR,1675483100
483,yulara,-25.2406,130.9889,27.45,23,0,4.93,AU,1675483060
484,uruguaiana,-29.7547,-57.0883,22.96,78,0,2.57,BR,1675483101
485,choix,26.7092,-108.3219,18.5,36,0,1.7,MX,1675483101
486,dukat,62.55,155.55,-28.49,97,99,1.93,RU,1675483101
487,santa cruz,-17.8,-63.1667,21.7,94,75,1.54,BO,1675482882
488,mulki,13.1,74.8,27.6,54,5,1.54,IN,1675483102
489,cubuk,40.2386,33.0322,-2.91,93,75,1.03,TR,1675483102
490,caravelas,-17.7125,-39.2481,24.67,85,5,3.23,BR,1675482845
491,marienburg,54.0359,19.0266,-0.09,82,88,5.41,PL,1675483103
492,puerto leguizamo,-0.1934,-74.7819,24.37,67,83,1.38,CO,1675483103
493,san joaquin,37.9333,-121.3011,11.38,91,0,3.09,US,1675483104
494,pevek,69.7008,170.3133,-34.19,100,30,1.27,RU,1675482898
495,shatoy,42.8714,45.6886,-2.21,63,88,3.66,RU,1675483104
496,okhotsk,59.3833,143.3,-21.48,83,69,5.49,RU,1675483104
497,lawton,34.6087,-98.3903,6.13,67,0,4.12,US,1675483105
498,charlestown,-32.95,151.6667,29.45,23,0,4.92,AU,1675483105
499,baijiantan,45.6333,85.1833,-9.48,88,70,1.04,CN,1675483105
500,galesong,-5.3166,119.3661,30.01,81,100,1.87,ID,1675483106
501,egvekinot,66.3167,-179.1667,-31.17,87,9,6.43,RU,1675482818
502,metro,-5.1131,105.3067,29.81,67,99,1.65,ID,1675483106
503,qasigiannguit,68.8193,-51.1922,-19.48,98,100,6.47,GL,1675483107
504,yenagoa,4.9247,6.2642,25.69,91,55,1.32,NG,1675483011
505,touros,-5.1989,-35.4608,26.29,74,100,5.72,BR,1675482867
506,taltal,-25.4,-70.4833,19.27,90,38,0.88,CL,1675482870
507,college,64.8569,-147.8028,-14.74,85,75,0.0,US,1675482866
508,west plains,36.7281,-91.8524,-1.13,58,0,3.6,US,1675483107
509,cimarron hills,38.8586,-104.6989,4.81,42,75,5.14,US,1675483108
510,bushenyi,-0.5853,30.2114,16.95,68,91,0.65,UG,1675483108
511,estacion coahuila,32.1939,-115.0017,15.61,22,16,3.9,MX,1675483109
512,grasse,43.6667,6.9167,6.55,87,0,1.54,FR,1675483109
513,businga,3.3333,20.8833,20.0,61,68,0.71,CD,1675483110
514,batagay-alyta,67.8006,130.4114,-37.51,92,42,1.68,RU,1675483110
515,prince rupert,54.3161,-130.3201,6.83,92,100,14.4,CA,1675482833
516,maryborough,-25.5333,152.7,30.62,52,100,4.36,AU,1675483110
517,colleferro,41.7262,13.0036,8.85,84,100,1.13,IT,1675483111
518,belyy yar,53.6039,91.3903,-22.06,92,98,0.0,RU,1675483111
519,scarborough,54.2797,-0.4044,8.84,86,100,0.45,GB,1675483111
520,shubarkuduk,49.1447,56.4872,-12.3,84,100,5.91,KZ,1675483112
521,malanje,-9.5402,16.341,17.64,94,100,0.84,AO,1675483112
522,khorixas,-20.3667,14.9667,21.31,39,100,1.2,NA,1675482876
523,qeshm,26.9581,56.2719,17.93,76,0,3.1,IR,1675483113
524,sayat,38.7839,63.8803,2.93,94,6,0.72,TM,1675483113
525,praya,14.9215,-23.5087,20.3,77,20,7.2,CV,1675483065
526,nusaybin,37.0778,41.2178,3.2,71,99,5.62,TR,1675483113
527,kalofer,42.6167,24.9833,-0.38,84,100,1.52,BG,1675483114
528,solginskiy,61.05,41.3428,-15.05,100,98,1.5,RU,1675483114
529,tuatapere,-46.1333,167.6833,29.05,43,15,1.38,NZ,1675483115
530,ambilobe,-13.2,49.05,24.62,90,15,0.2,MG,1675482878
531,chaman,30.9236,66.4512,11.18,59,10,0.28,PK,1675483115
532,voh,-20.9667,164.7,32.04,62,100,2.66,NC,1675483116
533,lagoa,39.05,-27.9833,14.34,84,100,5.81,PT,1675483018
534,canandaigua,42.8742,-77.288,-17.54,76,100,4.02,US,1675483116
535,bainbridge,47.6262,-122.5212,9.81,89,100,5.36,US,1675483116
536,vilhena,-12.7406,-60.1458,20.5,95,100,0.61,BR,1675483010
537,lanivtsi,49.8633,26.0908,-1.81,84,100,4.53,UA,1675483117
538,beisfjord,68.3751,17.5988,-5.05,82,68,3.12,NO,1675483117
539,isiro,2.7739,27.616,16.28,41,62,1.12,CD,1675483118
540,aykhal,66.0,111.5,-29.71,100,100,1.55,RU,1675483118
541,rajpipla,21.8667,73.5,24.51,19,2,2.35,IN,1675483118
542,kazanka,47.8462,32.8218,-2.75,83,25,2.17,UA,1675483119
543,mananjary,-21.2167,48.3333,23.49,92,95,0.93,MG,1675483119
544,cerrito,6.8432,-72.694,10.77,85,58,0.75,CO,1675483120
545,tommot,58.9564,126.2925,-14.73,84,100,3.75,RU,1675483120
546,camopi,3.1655,-52.3158,21.46,100,100,0.84,GF,1675483120
547,marquette,46.5333,-87.6335,-15.92,60,100,4.47,US,1675483121
548,neiafu,-18.65,-173.9833,29.38,70,75,3.09,TO,1675483121
549,nanakuli,21.3906,-158.1547,25.97,78,75,2.57,US,1675482827
550,nhulunbuy,-12.2333,136.7667,27.34,78,40,3.09,AU,1675483122
551,praia da vitoria,38.7333,-27.0667,15.98,94,20,3.82,PT,1675482889
552,domoni,-12.2569,44.5319,26.73,85,81,1.8,KM,1675483122
553,pitimbu,-7.4706,-34.8086,26.33,73,35,3.74,BR,1675483122
554,mubi,10.2676,13.2644,21.06,23,97,1.35,NG,1675483123
555,mayo,38.8876,-76.5119,-6.03,41,0,3.58,US,1675482816
556,isangel,-19.55,169.2667,29.93,76,100,7.59,VU,1675483123
